códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000005142,18/2/15,C0057,B01EYT1URO,3.0,941.0699999999999
V000005143,18/2/15,C0058,B00K15Q2B0,3.0,1553.88
V000005144,18/2/15,C0059,B01DZJFWNC,3.0,715.86
V000005145,18/2/15,C0060,B01DZJFWNC,3.0,715.86
V000005146,18/2/15,C0061,B00NQGP42Y,2.0,1135.72
V000005147,18/2/15,C0062,B00NQGP42Y,1.0,567.86
V000005148,18/2/15,C0063,B01KBH547A,2.0,483.74
V000005149,18/2/15,C0064,B00K15Q2B0,2.0,1035.92
V000005150,19/2/15,C0065,B018IZ0SWI,2.0,774.36
V000005151,19/2/15,C0066,B00F3J4B5S,2.0,824.56
V000005152,19/2/15,C0067,B01DZJFWNC,2.0,477.24
V000005153,19/2/15,C0068,B01EYT1URO,3.0,941.0699999999999
V000005154,19/2/15,C0069,B01DZJFWNC,2.0,477.24
V000005155,19/2/15,C0070,B018IZ0SWI,2.0,774.36
V000005156,19/2/15,C0002,B00F3J4B5S,2.0,824.56
V000005157,20/2/15,C0012,B015YCRYZM,2.0,962.22
V000005158,20/2/15,C0011,B00F3J4B5S,3.0,1236.84
V000005159,21/2/15,C0003,B00J0O5J4Y,2.0,804.48
V000005160,21/2/15,C0019,B00J0O5J4Y,3.0,1206.72
V000005161,21/2/15,C0004,B01EYT1URO,4.0,1254.76
V000005162,21/2/15,C0024,B018IZ0SWI,3.0,1161.54
V000005163,21/2/15,C0007,B00F3J4B5S,2.0,824.56
V000005164,21/2/15,C0005,B01DZJFWNC,5.0,1193.1
V000005165,21/2/15,C0006,B00K15Q2B0,2.0,1035.92
V000005166,22/2/15,C0009,B016B7INC2,1.0,243.78
V000005167,22/2/15,C0001,B00K15Q2B0,2.0,1035.92
V000005168,22/2/15,C0008,B016381QZA,1.0,481.94
V000005169,22/2/15,C0010,B01KBH547A,2.0,483.74
V000005170,22/2/15,C0013,B00F3J4B5S,1.0,412.28
V000005171,22/2/15,C0014,B00K15Q2B0,2.0,1035.92
V000005172,22/2/15,C0016,B018IZ0SWI,1.0,387.18
V000005173,23/2/15,C0017,B00F3J4B5S,2.0,824.56
V000005174,23/2/15,C0015,B018IZ0SWI,16.0,6194.88
V000005175,23/2/15,C0018,B018IZ0SWI,3.0,1161.54
V000005176,23/2/15,C0020,B00K15Q2B0,3.0,1553.88
V000005177,24/2/15,C0023,B00NQGP42Y,1.0,567.86
V000005178,24/2/15,C0025,B00J0O5J4Y,2.0,804.48
V000005179,24/2/15,C0026,B01KBH547A,2.0,483.74
V000005180,24/2/15,C0027,B00NQGP42Y,4.0,2271.44
V000005181,24/2/15,C0028,B018IZ0SWI,2.0,774.36
V000005182,25/2/15,C0029,B018IZ0SWI,2.0,774.36
V000005183,25/2/15,C0030,B00K15Q2B0,2.0,1035.92
V000005184,25/2/15,C0022,B00K15Q2B0,4.0,2071.84
V000005185,25/2/15,C0021,B01KBH547A,3.0,725.61
V000005186,25/2/15,C0031,B00F3J4B5S,1.0,412.28
V000005187,25/2/15,C0032,B01EYT1URO,1.0,313.69
V000005188,26/2/15,C0033,B018IZ0SWI,3.0,1161.54
V000005189,26/2/15,C0034,B00K15Q2B0,4.0,2071.84
V000005190,26/2/15,C0035,B01DZJFWNC,2.0,477.24
V000005191,26/2/15,C0036,B00K15Q2B0,2.0,1035.92
V000005192,26/2/15,C0037,B016381QZA,3.0,1445.82
V000005193,27/2/15,C0038,B00F3J4B5S,10.0,4122.799999999999
V000005194,27/2/15,C0039,B016B7INC2,2.0,487.56
V000005195,27/2/15,C0040,B01DZJFWNC,1.0,238.62
V000005196,28/2/15,C0041,B00J0O5J4Y,3.0,1206.72
V000005197,28/2/15,C0042,B01KBH547A,1.0,241.87
V000005198,28/2/15,C0043,B00K15Q2B0,2.0,1035.92
V000005199,28/2/15,C0044,B016B7INC2,1.0,243.78
V000005200,28/2/15,C0045,B01KBH547A,3.0,725.61
V000005201,28/2/15,C0046,B00NQGP42Y,3.0,1703.58
V000005202,1/3/15,C0047,B00F3J4B5S,1.0,412.28
V000005203,1/3/15,C0048,B00J0O5J4Y,4.0,1608.96
V000005204,2/3/15,C0049,B018IZ0SWI,2.0,774.36
V000005205,2/3/15,C0050,B00F3J4B5S,1.0,412.28
V000005206,2/3/15,C0051,B01LQV1YHO,2.0,776.28
V000005207,2/3/15,C0052,B01KBH547A,3.0,725.61
V000005208,2/3/15,C0053,B00K15Q2B0,1.0,517.96
V000005209,3/3/15,C0054,B00F3J4B5S,1.0,412.28
V000005210,3/3/15,C0055,B00F3J4B5S,2.0,824.56
V000005211,3/3/15,C0056,B00NQGP42Y,3.0,1703.58
V000005212,4/3/15,C0057,B00K15Q2B0,2.0,1035.92
V000005213,4/3/15,C0058,B016B7INC2,3.0,731.34
V000005214,5/3/15,C0059,B018IZ0SWI,1.0,387.18
V000005215,5/3/15,C0060,B00K15Q2B0,1.0,517.96
V000005216,5/3/15,C0061,B01EYT1URO,2.0,627.38
V000005217,5/3/15,C0062,B01KBH547A,2.0,483.74
V000005218,5/3/15,C0063,B01DZJFWNC,1.0,238.62
V000005219,6/3/15,C0064,B01EYT1URO,1.0,313.69
V000005220,6/3/15,C0065,B016381QZA,1.0,481.94
V000005221,6/3/15,C0066,B01EYT1URO,3.0,941.0699999999999
V000005222,6/3/15,C0067,B01DZJFWNC,2.0,477.24
V000005223,6/3/15,C0068,B018IZ0SWI,6.0,2323.08
V000005224,7/3/15,C0069,B00F3J4B5S,3.0,1236.84
V000005225,7/3/15,C0070,B00K15Q2B0,2.0,1035.92
V000005226,7/3/15,C0002,B00K15Q2B0,1.0,517.96
V000005227,7/3/15,C0012,B00F3J4B5S,2.0,824.56
V000005228,7/3/15,C0011,B00NQGP42Y,1.0,567.86
V000005229,7/3/15,C0003,B018IZ0SWI,2.0,774.36
V000005230,7/3/15,C0019,B018IZ0SWI,2.0,774.36
V000005231,8/3/15,C0004,B00NQGP42Y,3.0,1703.58
V000005232,8/3/15,C0024,B00K15Q2B0,2.0,1035.92
V000005233,8/3/15,C0007,B01KBH547A,2.0,483.74
V000005234,8/3/15,C0005,B018IZ0SWI,2.0,774.36
V000005235,8/3/15,C0006,B00K15Q2B0,2.0,1035.92
V000005236,8/3/15,C0009,B01LQV1YHO,19.0,7374.66
V000005237,9/3/15,C0001,B00K15Q2B0,1.0,517.96
V000005238,10/3/15,C0008,B01LQV1YHO,3.0,1164.42
V000005239,10/3/15,C0010,B01DZJFWNC,2.0,477.24
V000005240,10/3/15,C0013,B01LQV1YHO,4.0,1552.56
V000005241,10/3/15,C0014,B018IZ0SWI,3.0,1161.54
V000005242,10/3/15,C0016,B01EYT1URO,3.0,941.0699999999999
V000005243,10/3/15,C0017,B01DZJFWNC,1.0,238.62
V000005244,11/3/15,C0015,B018IZ0SWI,4.0,1548.72
V000005245,11/3/15,C0018,B018IZ0SWI,2.0,774.36
V000005246,11/3/15,C0020,B016381QZA,8.0,3855.52
V000005247,11/3/15,C0023,B016381QZA,1.0,481.94
V000005248,11/3/15,C0025,B01LQV1YHO,3.0,1164.42
V000005249,12/3/15,C0026,B01DZJFWNC,3.0,715.86
V000005250,12/3/15,C0027,B016381QZA,1.0,481.94
V000005251,12/3/15,C0028,B00F3J4B5S,1.0,412.28
V000005252,12/3/15,C0029,B01KBH547A,2.0,483.74
V000005253,13/3/15,C0030,B00F3J4B5S,1.0,412.28
V000005254,13/3/15,C0022,B01EYT1URO,2.0,627.38
V000005255,13/3/15,C0021,B01LQV1YHO,2.0,776.28
V000005256,13/3/15,C0031,B018IZ0SWI,1.0,387.18
V000005257,13/3/15,C0032,B00F3J4B5S,3.0,1236.84
V000005258,14/3/15,C0033,B015YCRYZM,10.0,4811.1
V000005259,14/3/15,C0034,B016381QZA,3.0,1445.82
V000005260,14/3/15,C0035,B016381QZA,2.0,963.88
V000005261,14/3/15,C0036,B016381QZA,2.0,963.88
V000005262,14/3/15,C0037,B00NQGP42Y,3.0,1703.58
V000005263,14/3/15,C0038,B00NQGP42Y,2.0,1135.72
V000005264,14/3/15,C0039,B01DZJFWNC,3.0,715.86
V000005265,15/3/15,C0040,B01KBH547A,2.0,483.74
V000005266,15/3/15,C0041,B01EYT1URO,1.0,313.69
V000005267,15/3/15,C0042,B00K15Q2B0,2.0,1035.92
V000005268,16/3/15,C0043,B00K15Q2B0,4.0,2071.84
V000005269,16/3/15,C0044,B00K15Q2B0,2.0,1035.92
V000005270,16/3/15,C0045,B01EYT1URO,2.0,627.38
V000005271,16/3/15,C0046,B01EYT1URO,2.0,627.38
V000005272,16/3/15,C0047,B00F3J4B5S,1.0,412.28
V000005273,16/3/15,C0048,B018IZ0SWI,1.0,387.18
V000005274,16/3/15,C0049,B01DZJFWNC,2.0,477.24
V000005275,17/3/15,C0050,B00K15Q2B0,2.0,1035.92
V000005276,17/3/15,C0051,B01KBH547A,2.0,483.74
V000005277,17/3/15,C0052,B01KBH547A,3.0,725.61
V000005278,18/3/15,C0053,B01DZJFWNC,2.0,477.24
V000005279,18/3/15,C0054,B00K15Q2B0,1.0,517.96
V000005280,18/3/15,C0055,B01KBH547A,1.0,241.87
V000005281,18/3/15,C0056,B00F3J4B5S,3.0,1236.84
V000005282,19/3/15,C0057,B00F3J4B5S,2.0,824.56
V000005283,19/3/15,C0058,B00F3J4B5S,4.0,1649.12
V000005284,19/3/15,C0059,B00F3J4B5S,24.0,9894.72
V000005285,20/3/15,C0060,B01LQV1YHO,2.0,776.28
V000005286,20/3/15,C0061,B00K15Q2B0,2.0,1035.92
V000005287,20/3/15,C0062,B00K15Q2B0,1.0,517.96
V000005288,21/3/15,C0063,B01DZJFWNC,2.0,477.24
V000005289,21/3/15,C0064,B018IZ0SWI,1.0,387.18
V000005290,22/3/15,C0065,B016B7INC2,1.0,243.78
V000005291,22/3/15,C0066,B00F3J4B5S,1.0,412.28
V000005292,22/3/15,C0067,B00NQGP42Y,2.0,1135.72
V000005293,22/3/15,C0068,B00NQGP42Y,11.0,6246.46
V000005294,22/3/15,C0069,B00NQGP42Y,3.0,1703.58
V000005295,23/3/15,C0070,B01EYT1URO,1.0,313.69
V000005296,23/3/15,C0002,B01EYT1URO,2.0,627.38
V000005297,23/3/15,C0012,B018IZ0SWI,17.0,6582.06
V000005298,24/3/15,C0011,B00NQGP42Y,2.0,1135.72
V000005299,24/3/15,C0003,B016B7INC2,2.0,487.56
V000005300,24/3/15,C0019,B018IZ0SWI,1.0,387.18
V000005301,24/3/15,C0004,B00F3J4B5S,3.0,1236.84
V000005302,24/3/15,C0024,B00J0O5J4Y,4.0,1608.96
V000005303,25/3/15,C0007,B01DZJFWNC,2.0,477.24
V000005304,25/3/15,C0005,B018IZ0SWI,2.0,774.36
V000005305,25/3/15,C0006,B01KBH547A,2.0,483.74
V000005306,25/3/15,C0009,B01LQV1YHO,2.0,776.28
V000005307,25/3/15,C0001,B016381QZA,2.0,963.88
V000005308,25/3/15,C0008,B00K15Q2B0,2.0,1035.92
V000005309,25/3/15,C0010,B01KBH547A,2.0,483.74
V000005310,26/3/15,C0013,B00F3J4B5S,3.0,1236.84
V000005311,26/3/15,C0014,B00K15Q2B0,2.0,1035.92
V000005312,26/3/15,C0016,B00K15Q2B0,2.0,1035.92
V000005313,26/3/15,C0017,B018IZ0SWI,2.0,774.36
V000005314,27/3/15,C0015,B00K15Q2B0,2.0,1035.92
V000005315,27/3/15,C0018,B01EYT1URO,1.0,313.69
V000005316,27/3/15,C0020,B01KBH547A,3.0,725.61
V000005317,27/3/15,C0023,B00K15Q2B0,3.0,1553.88
V000005318,27/3/15,C0025,B00NQGP42Y,3.0,1703.58
V000005319,27/3/15,C0026,B018IZ0SWI,3.0,1161.54
V000005320,27/3/15,C0027,B018IZ0SWI,2.0,774.36
V000005321,27/3/15,C0028,B00F3J4B5S,1.0,412.28
V000005322,28/3/15,C0029,B00K15Q2B0,1.0,517.96
V000005323,28/3/15,C0030,B018IZ0SWI,2.0,774.36
V000005324,28/3/15,C0022,B01KBH547A,3.0,725.61
V000005325,29/3/15,C0021,B00K15Q2B0,2.0,1035.92
V000005326,29/3/15,C0031,B01LQV1YHO,3.0,1164.42
V000005327,29/3/15,C0032,B00NQGP42Y,3.0,1703.58
V000005328,29/3/15,C0033,B00NQGP42Y,2.0,1135.72
V000005329,30/3/15,C0034,B00NQGP42Y,3.0,1703.58
V000005330,31/3/15,C0035,B01KBH547A,2.0,483.74
V000005331,31/3/15,C0036,B00J0O5J4Y,1.0,402.24
V000005332,1/4/15,C0037,B01DZJFWNC,2.0,477.24
V000005333,1/4/15,C0038,B018IZ0SWI,2.0,774.36
V000005334,1/4/15,C0039,B01DZJFWNC,1.0,238.62
V000005335,1/4/15,C0040,B00F3J4B5S,2.0,824.56
V000005336,1/4/15,C0041,B00K15Q2B0,3.0,1553.88
V000005337,1/4/15,C0042,B00NQGP42Y,3.0,1703.58
V000005338,2/4/15,C0043,B018IZ0SWI,1.0,387.18
V000005339,2/4/15,C0044,B00K15Q2B0,1.0,517.96
V000005340,2/4/15,C0045,B00K15Q2B0,2.0,1035.92
V000005341,2/4/15,C0046,B018IZ0SWI,11.0,4258.9800000000005
V000005342,3/4/15,C0047,B00K15Q2B0,3.0,1553.88
V000005343,3/4/15,C0048,B01EYT1URO,2.0,627.38
V000005344,4/4/15,C0049,B00NQGP42Y,1.0,567.86
V000005345,4/4/15,C0050,B018IZ0SWI,1.0,387.18
V000005346,4/4/15,C0051,B00J0O5J4Y,2.0,804.48
V000005347,4/4/15,C0052,B01EYT1URO,7.0,2195.83
V000005348,4/4/15,C0053,B01LQV1YHO,3.0,1164.42
V000005349,4/4/15,C0054,B01KBH547A,3.0,725.61
V000005350,5/4/15,C0055,B00NQGP42Y,1.0,567.86
V000005351,5/4/15,C0056,B00F3J4B5S,1.0,412.28
V000005352,5/4/15,C0057,B00K15Q2B0,1.0,517.96
V000005353,5/4/15,C0058,B00F3J4B5S,3.0,1236.84
V000005354,6/4/15,C0059,B00F3J4B5S,1.0,412.28
V000005355,6/4/15,C0060,B00K15Q2B0,2.0,1035.92
V000005356,6/4/15,C0061,B018IZ0SWI,3.0,1161.54
V000005357,6/4/15,C0062,B00J0O5J4Y,1.0,402.24
V000005358,6/4/15,C0063,B00F3J4B5S,3.0,1236.84
V000005359,7/4/15,C0064,B00K15Q2B0,20.0,10359.2
V000005360,7/4/15,C0065,B01DZJFWNC,2.0,477.24
V000005361,8/4/15,C0066,B01KBH547A,2.0,483.74
V000005362,8/4/15,C0067,B00J0O5J4Y,3.0,1206.72
V000005363,8/4/15,C0068,B00K15Q2B0,1.0,517.96
V000005364,9/4/15,C0069,B016381QZA,2.0,963.88
V000005365,9/4/15,C0070,B00F3J4B5S,3.0,1236.84
V000005366,9/4/15,C0002,B018IZ0SWI,2.0,774.36
V000005367,9/4/15,C0012,B00F3J4B5S,2.0,824.56
V000005368,9/4/15,C0011,B01LQV1YHO,3.0,1164.42
V000005369,9/4/15,C0003,B01LQV1YHO,3.0,1164.42
V000005370,9/4/15,C0019,B016381QZA,3.0,1445.82
V000005371,10/4/15,C0004,B00NQGP42Y,2.0,1135.72
V000005372,10/4/15,C0024,B00K15Q2B0,2.0,1035.92
V000005373,10/4/15,C0007,B01EYT1URO,2.0,627.38
V000005374,10/4/15,C0005,B018IZ0SWI,1.0,387.18
V000005375,10/4/15,C0006,B018IZ0SWI,1.0,387.18
V000005376,11/4/15,C0009,B018IZ0SWI,2.0,774.36
V000005377,11/4/15,C0001,B016B7INC2,2.0,487.56
V000005378,12/4/15,C0008,B00K15Q2B0,16.0,8287.36
V000005379,12/4/15,C0010,B01KBH547A,3.0,725.61
V000005380,12/4/15,C0013,B01KBH547A,23.0,5563.01
V000005381,12/4/15,C0014,B01EYT1URO,3.0,941.0699999999999
V000005382,12/4/15,C0016,B016B7INC2,2.0,487.56
V000005383,13/4/15,C0017,B01DZJFWNC,1.0,238.62
V000005384,13/4/15,C0015,B00NQGP42Y,1.0,567.86
V000005385,13/4/15,C0018,B018IZ0SWI,3.0,1161.54
V000005386,13/4/15,C0020,B01DZJFWNC,2.0,477.24
V000005387,13/4/15,C0023,B016381QZA,2.0,963.88
V000005388,14/4/15,C0025,B00F3J4B5S,1.0,412.28
V000005389,14/4/15,C0026,B018IZ0SWI,2.0,774.36
V000005390,15/4/15,C0027,B00K15Q2B0,21.0,10877.16
V000005391,15/4/15,C0028,B01LQV1YHO,2.0,776.28
V000005392,16/4/15,C0029,B00K15Q2B0,3.0,1553.88
V000005393,17/4/15,C0030,B01KBH547A,2.0,483.74
V000005394,17/4/15,C0022,B01DZJFWNC,2.0,477.24
V000005395,18/4/15,C0021,B01DZJFWNC,2.0,477.24
V000005396,18/4/15,C0031,B018IZ0SWI,2.0,774.36
V000005397,18/4/15,C0032,B01KBH547A,2.0,483.74
V000005398,18/4/15,C0033,B00NQGP42Y,2.0,1135.72
V000005399,19/4/15,C0034,B00F3J4B5S,18.0,7421.039999999999
V000005400,19/4/15,C0035,B00K15Q2B0,2.0,1035.92
V000005401,19/4/15,C0036,B016381QZA,3.0,1445.82
V000005402,20/4/15,C0037,B00NQGP42Y,2.0,1135.72
V000005403,20/4/15,C0038,B015YCRYZM,3.0,1443.33
V000005404,20/4/15,C0039,B00K15Q2B0,3.0,1553.88
V000005405,21/4/15,C0040,B00K15Q2B0,10.0,5179.6
V000005406,21/4/15,C0041,B00NQGP42Y,16.0,9085.76
V000005407,21/4/15,C0042,B00NQGP42Y,2.0,1135.72
V000005408,21/4/15,C0043,B016B7INC2,14.0,3412.92
V000005409,21/4/15,C0044,B00J0O5J4Y,2.0,804.48
V000005410,21/4/15,C0045,B018IZ0SWI,1.0,387.18
V000005411,22/4/15,C0046,B01EYT1URO,4.0,1254.76
V000005412,23/4/15,C0047,B01KBH547A,2.0,483.74
V000005413,23/4/15,C0048,B018IZ0SWI,3.0,1161.54
V000005414,23/4/15,C0049,B016B7INC2,1.0,243.78
V000005415,23/4/15,C0050,B018IZ0SWI,4.0,1548.72
V000005416,23/4/15,C0051,B00NQGP42Y,2.0,1135.72
V000005417,24/4/15,C0052,B01DZJFWNC,2.0,477.24
V000005418,24/4/15,C0053,B00K15Q2B0,3.0,1553.88
V000005419,24/4/15,C0054,B01LQV1YHO,2.0,776.28
V000005420,24/4/15,C0055,B01EYT1URO,1.0,313.69
V000005421,24/4/15,C0056,B01DZJFWNC,24.0,5726.88
V000005422,24/4/15,C0057,B00K15Q2B0,3.0,1553.88
V000005423,24/4/15,C0058,B00K15Q2B0,3.0,1553.88
V000005424,25/4/15,C0059,B00NQGP42Y,3.0,1703.58
V000005425,25/4/15,C0060,B00NQGP42Y,2.0,1135.72
V000005426,25/4/15,C0061,B00F3J4B5S,1.0,412.28
V000005427,26/4/15,C0062,B01LQV1YHO,2.0,776.28
V000005428,26/4/15,C0063,B01EYT1URO,3.0,941.0699999999999
V000005429,26/4/15,C0064,B01KBH547A,2.0,483.74
V000005430,26/4/15,C0065,B00F3J4B5S,2.0,824.56
V000005431,26/4/15,C0066,B01KBH547A,2.0,483.74
V000005432,27/4/15,C0067,B018IZ0SWI,2.0,774.36
V000005433,27/4/15,C0068,B018IZ0SWI,2.0,774.36
V000005434,27/4/15,C0069,B01EYT1URO,3.0,941.0699999999999
V000005435,28/4/15,C0070,B01DZJFWNC,3.0,715.86
V000005436,28/4/15,C0002,B016B7INC2,3.0,731.34
V000005437,29/4/15,C0012,B018IZ0SWI,1.0,387.18
V000005438,30/4/15,C0011,B016381QZA,3.0,1445.82
V000005439,30/4/15,C0003,B01KBH547A,1.0,241.87
V000005440,30/4/15,C0019,B01LQV1YHO,12.0,4657.68
V000005441,30/4/15,C0004,B018IZ0SWI,1.0,387.18
V000005442,30/4/15,C0024,B00K15Q2B0,1.0,517.96
V000005443,30/4/15,C0007,B016B7INC2,1.0,243.78
V000005444,1/5/15,C0005,B00K15Q2B0,3.0,1553.88
V000005445,1/5/15,C0006,B018IZ0SWI,3.0,1161.54
V000005446,1/5/15,C0009,B00K15Q2B0,2.0,1035.92
V000005447,1/5/15,C0001,B015YCRYZM,3.0,1443.33
V000005448,2/5/15,C0008,B00K15Q2B0,1.0,517.96
V000005449,2/5/15,C0010,B018IZ0SWI,1.0,387.18
V000005450,2/5/15,C0013,B016381QZA,3.0,1445.82
V000005451,2/5/15,C0014,B00NQGP42Y,1.0,567.86
V000005452,2/5/15,C0016,B00NQGP42Y,3.0,1703.58
V000005453,2/5/15,C0017,B016381QZA,10.0,4819.4
V000005454,2/5/15,C0015,B01EYT1URO,3.0,941.0699999999999
V000005455,2/5/15,C0018,B00F3J4B5S,1.0,412.28
V000005456,2/5/15,C0020,B01LQV1YHO,3.0,1164.42
V000005457,2/5/15,C0023,B01KBH547A,1.0,241.87
V000005458,3/5/15,C0025,B00F3J4B5S,2.0,824.56
V000005459,4/5/15,C0026,B018IZ0SWI,3.0,1161.54
V000005460,4/5/15,C0027,B018IZ0SWI,2.0,774.36
V000005461,4/5/15,C0028,B015YCRYZM,3.0,1443.33
V000005462,5/5/15,C0029,B016B7INC2,2.0,487.56
V000005463,5/5/15,C0030,B01DZJFWNC,2.0,477.24
V000005464,5/5/15,C0022,B00J0O5J4Y,3.0,1206.72
V000005465,5/5/15,C0021,B01EYT1URO,2.0,627.38
V000005466,5/5/15,C0031,B018IZ0SWI,3.0,1161.54
V000005467,5/5/15,C0032,B01EYT1URO,2.0,627.38
V000005468,5/5/15,C0033,B01KBH547A,7.0,1693.0900000000001
V000005469,5/5/15,C0034,B01EYT1URO,1.0,313.69
V000005470,6/5/15,C0035,B018IZ0SWI,12.0,4646.16
V000005471,6/5/15,C0036,B018IZ0SWI,3.0,1161.54
V000005472,7/5/15,C0037,B00F3J4B5S,2.0,824.56
V000005473,7/5/15,C0038,B01KBH547A,4.0,967.48
V000005474,7/5/15,C0039,B01EYT1URO,2.0,627.38
V000005475,7/5/15,C0040,B01EYT1URO,1.0,313.69
V000005476,7/5/15,C0041,B00K15Q2B0,6.0,3107.76
V000005477,7/5/15,C0042,B01LQV1YHO,2.0,776.28
V000005478,7/5/15,C0043,B015YCRYZM,24.0,11546.64
V000005479,7/5/15,C0044,B00F3J4B5S,2.0,824.56
V000005480,7/5/15,C0045,B01EYT1URO,1.0,313.69
V000005481,8/5/15,C0046,B01KBH547A,1.0,241.87
V000005482,8/5/15,C0047,B01KBH547A,3.0,725.61
V000005483,8/5/15,C0048,B01KBH547A,3.0,725.61
V000005484,8/5/15,C0049,B01KBH547A,2.0,483.74
V000005485,9/5/15,C0050,B00F3J4B5S,1.0,412.28
V000005486,9/5/15,C0051,B01KBH547A,3.0,725.61
V000005487,9/5/15,C0052,B00F3J4B5S,1.0,412.28
V000005488,9/5/15,C0053,B01DZJFWNC,3.0,715.86
V000005489,9/5/15,C0054,B00K15Q2B0,3.0,1553.88
V000005490,9/5/15,C0055,B018IZ0SWI,1.0,387.18
V000005491,9/5/15,C0056,B01LQV1YHO,1.0,388.14
V000005492,9/5/15,C0057,B01LQV1YHO,2.0,776.28
V000005493,10/5/15,C0058,B00F3J4B5S,1.0,412.28
V000005494,12/5/15,C0059,B018IZ0SWI,4.0,1548.72
V000005495,12/5/15,C0060,B01DZJFWNC,2.0,477.24
V000005496,12/5/15,C0061,B018IZ0SWI,2.0,774.36
V000005497,12/5/15,C0062,B01KBH547A,3.0,725.61
V000005498,12/5/15,C0063,B00F3J4B5S,1.0,412.28
V000005499,12/5/15,C0064,B00J0O5J4Y,20.0,8044.8
V000005500,12/5/15,C0065,B018IZ0SWI,1.0,387.18
V000005501,13/5/15,C0066,B018IZ0SWI,22.0,8517.960000000001
V000005502,13/5/15,C0067,B016B7INC2,2.0,487.56
V000005503,13/5/15,C0068,B015YCRYZM,3.0,1443.33
V000005504,13/5/15,C0069,B015YCRYZM,3.0,1443.33
V000005505,14/5/15,C0070,B018IZ0SWI,1.0,387.18
V000005506,14/5/15,C0002,B00NQGP42Y,1.0,567.86
V000005507,14/5/15,C0012,B00F3J4B5S,2.0,824.56
V000005508,14/5/15,C0011,B01DZJFWNC,24.0,5726.88
V000005509,14/5/15,C0003,B016381QZA,2.0,963.88
V000005510,15/5/15,C0019,B00F3J4B5S,1.0,412.28
V000005511,15/5/15,C0004,B00K15Q2B0,3.0,1553.88
V000005512,15/5/15,C0024,B01KBH547A,3.0,725.61
V000005513,15/5/15,C0007,B00K15Q2B0,3.0,1553.88
V000005514,16/5/15,C0005,B00K15Q2B0,3.0,1553.88
V000005515,16/5/15,C0006,B01LQV1YHO,3.0,1164.42
V000005516,16/5/15,C0009,B00F3J4B5S,1.0,412.28
V000005517,16/5/15,C0001,B01LQV1YHO,1.0,388.14
V000005518,16/5/15,C0008,B015YCRYZM,3.0,1443.33
V000005519,17/5/15,C0010,B016381QZA,1.0,481.94
V000005520,17/5/15,C0013,B018IZ0SWI,3.0,1161.54
V000005521,17/5/15,C0014,B00F3J4B5S,2.0,824.56
V000005522,17/5/15,C0016,B018IZ0SWI,1.0,387.18
V000005523,18/5/15,C0017,B01EYT1URO,1.0,313.69
V000005524,18/5/15,C0015,B01KBH547A,1.0,241.87
V000005525,18/5/15,C0018,B01LQV1YHO,2.0,776.28
V000005526,18/5/15,C0020,B018IZ0SWI,15.0,5807.7
V000005527,18/5/15,C0023,B018IZ0SWI,1.0,387.18
V000005528,18/5/15,C0025,B018IZ0SWI,3.0,1161.54
V000005529,19/5/15,C0026,B00K15Q2B0,1.0,517.96
V000005530,19/5/15,C0027,B01DZJFWNC,1.0,238.62
V000005531,19/5/15,C0028,B00NQGP42Y,1.0,567.86
V000005532,19/5/15,C0029,B00NQGP42Y,1.0,567.86
V000005533,20/5/15,C0030,B00F3J4B5S,2.0,824.56
V000005534,20/5/15,C0022,B016381QZA,2.0,963.88
V000005535,20/5/15,C0021,B018IZ0SWI,3.0,1161.54
V000005536,20/5/15,C0031,B01LQV1YHO,2.0,776.28
V000005537,21/5/15,C0032,B018IZ0SWI,6.0,2323.08
V000005538,21/5/15,C0033,B018IZ0SWI,2.0,774.36
V000005539,21/5/15,C0034,B016381QZA,1.0,481.94
V000005540,22/5/15,C0035,B00NQGP42Y,3.0,1703.58
V000005541,22/5/15,C0036,B00F3J4B5S,15.0,6184.2
V000005542,22/5/15,C0037,B00NQGP42Y,1.0,567.86
V000005543,22/5/15,C0038,B015YCRYZM,1.0,481.11
V000005544,22/5/15,C0039,B00F3J4B5S,2.0,824.56
V000005545,22/5/15,C0040,B01DZJFWNC,4.0,954.48
V000005546,22/5/15,C0041,B01DZJFWNC,3.0,715.86
V000005547,23/5/15,C0042,B01LQV1YHO,3.0,1164.42
V000005548,23/5/15,C0043,B00NQGP42Y,3.0,1703.58
V000005549,23/5/15,C0044,B018IZ0SWI,4.0,1548.72
V000005550,23/5/15,C0045,B00F3J4B5S,1.0,412.28
V000005551,23/5/15,C0046,B01LQV1YHO,2.0,776.28
V000005552,24/5/15,C0047,B00K15Q2B0,3.0,1553.88
V000005553,24/5/15,C0048,B01KBH547A,2.0,483.74
V000005554,24/5/15,C0049,B01LQV1YHO,2.0,776.28
V000005555,24/5/15,C0050,B00F3J4B5S,1.0,412.28
V000005556,24/5/15,C0051,B00NQGP42Y,2.0,1135.72
V000005557,24/5/15,C0052,B01EYT1URO,24.0,7528.5599999999995
V000005558,25/5/15,C0053,B01EYT1URO,2.0,627.38
V000005559,25/5/15,C0054,B018IZ0SWI,7.0,2710.26
V000005560,26/5/15,C0055,B018IZ0SWI,1.0,387.18
V000005561,26/5/15,C0056,B00F3J4B5S,2.0,824.56
V000005562,26/5/15,C0057,B016381QZA,3.0,1445.82
V000005563,26/5/15,C0058,B01LQV1YHO,2.0,776.28
