código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000082276,2025-12-03,C0027,B01KBH547A,11,2660.57
V000082277,2025-12-03,C0006,B01DZJFWNC,5,1193.1
V000082278,2025-12-03,C0013,B018IZ0SWI,9,3484.62
V000082279,2025-12-03,C0055,B018IZ0SWI,19,7356.42
V000082280,2025-12-03,C0014,B01KBH547A,16,3869.92
V000082281,2025-12-03,C0040,B00F3J4B5S,16,6596.48
V000082282,2025-12-03,C0064,B01EYT1URO,4,1254.76
V000082283,2025-12-03,C0066,B016B7INC2,2,487.56
V000082284,2025-12-03,C0022,B00K15Q2B0,9,4661.64
V000082285,2025-12-03,C0031,B01KBH547A,16,3869.92
V000082286,2025-12-03,C0026,B00NQGP42Y,4,2271.44
V000082287,2025-12-03,C0001,B00F3J4B5S,14,5771.92
V000082288,2025-12-03,C0051,B00F3J4B5S,11,4535.08
V000082289,2025-12-03,C0044,B01EYT1URO,10,3136.9
V000082290,2025-12-03,C0052,B016381QZA,17,8192.98
V000082291,2025-12-03,C0065,B00F3J4B5S,13,5359.639999999999
V000082292,2025-12-03,C0028,B018IZ0SWI,12,4646.16
V000082293,2025-12-03,C0003,B016381QZA,7,3373.58
V000082294,2025-12-03,C0004,B016B7INC2,5,1218.9
V000082295,2025-12-03,C0068,B01LQV1YHO,4,1552.56
V000082296,2025-12-03,C0026,B016B7INC2,13,3169.14
V000082297,2025-12-03,C0044,B016B7INC2,10,2437.8
V000082298,2025-12-04,C0010,B00F3J4B5S,11,4535.08
V000082299,2025-12-04,C0005,B016B7INC2,4,975.12
V000082300,2025-12-04,C0053,B01EYT1URO,23,7214.87
V000082301,2025-12-04,C0012,B01EYT1URO,10,3136.9
V000082302,2025-12-04,C0048,B015YCRYZM,10,4811.1
V000082303,2025-12-04,C0061,B01DZJFWNC,6,1431.72
V000082304,2025-12-04,C0023,B015YCRYZM,4,1924.44
V000082305,2025-12-04,C0070,B00J0O5J4Y,4,1608.96
V000082306,2025-12-04,C0002,B01DZJFWNC,9,2147.58
V000082307,2025-12-04,C0057,B00F3J4B5S,9,3710.5199999999995
V000082308,2025-12-04,C0045,B018IZ0SWI,27,10453.86
V000082309,2025-12-04,C0036,B015YCRYZM,3,1443.33
V000082310,2025-12-04,C0060,B016381QZA,7,3373.58
V000082311,2025-12-04,C0050,B01DZJFWNC,5,1193.1
V000082312,2025-12-04,C0024,B015YCRYZM,1,481.11
V000082313,2025-12-04,C0006,B00J0O5J4Y,6,2413.44
V000082314,2025-12-04,C0047,B00NQGP42Y,14,7950.04
V000082315,2025-12-04,C0031,B018IZ0SWI,20,7743.6
V000082316,2025-12-04,C0050,B01KBH547A,24,5804.88
V000082317,2025-12-04,C0068,B016381QZA,1,481.94
V000082318,2025-12-04,C0032,B016381QZA,6,2891.64
V000082319,2025-12-04,C0047,B00J0O5J4Y,4,1608.96
V000082320,2025-12-04,C0024,B01DZJFWNC,6,1431.72
V000082321,2025-12-04,C0001,B01LQV1YHO,16,6210.24
V000082322,2025-12-04,C0049,B016B7INC2,1,243.78
V000082323,2025-12-04,C0051,B01DZJFWNC,3,715.86
V000082324,2025-12-04,C0007,B01EYT1URO,14,4391.66
V000082325,2025-12-04,C0047,B00K15Q2B0,12,6215.52
V000082326,2025-12-04,C0020,B015YCRYZM,2,962.22
V000082327,2025-12-05,C0032,B00NQGP42Y,3,1703.58
V000082328,2025-12-05,C0032,B00F3J4B5S,28,11543.84
V000082329,2025-12-05,C0069,B00NQGP42Y,9,5110.74
V000082330,2025-12-05,C0022,B015YCRYZM,10,4811.1
V000082331,2025-12-05,C0044,B01DZJFWNC,1,238.62
V000082332,2025-12-05,C0033,B016B7INC2,2,487.56
V000082333,2025-12-05,C0062,B01EYT1URO,8,2509.52
V000082334,2025-12-05,C0067,B00K15Q2B0,10,5179.6
V000082335,2025-12-05,C0066,B00F3J4B5S,16,6596.48
V000082336,2025-12-05,C0058,B01LQV1YHO,14,5433.96
V000082337,2025-12-05,C0020,B00NQGP42Y,11,6246.46
V000082338,2025-12-05,C0009,B00NQGP42Y,14,7950.04
V000082339,2025-12-05,C0018,B00K15Q2B0,22,11395.12
V000082340,2025-12-05,C0058,B01EYT1URO,3,941.0699999999999
V000082341,2025-12-05,C0040,B01DZJFWNC,9,2147.58
V000082342,2025-12-05,C0060,B00K15Q2B0,28,14502.880000000001
V000082343,2025-12-05,C0040,B01LQV1YHO,5,1940.6999999999998
V000082344,2025-12-05,C0046,B01KBH547A,15,3628.05
V000082345,2025-12-05,C0054,B00NQGP42Y,9,5110.74
V000082346,2025-12-05,C0040,B015YCRYZM,3,1443.33
V000082347,2025-12-05,C0012,B018IZ0SWI,28,10841.04
V000082348,2025-12-05,C0036,B016B7INC2,4,975.12
V000082349,2025-12-05,C0001,B018IZ0SWI,23,8905.14
V000082350,2025-12-06,C0026,B018IZ0SWI,16,6194.88
V000082351,2025-12-06,C0060,B01EYT1URO,7,2195.83
V000082352,2025-12-06,C0026,B016381QZA,12,5783.28
V000082353,2025-12-06,C0057,B00K15Q2B0,12,6215.52
V000082354,2025-12-06,C0014,B01EYT1URO,16,5019.04
V000082355,2025-12-06,C0057,B01DZJFWNC,6,1431.72
V000082356,2025-12-06,C0031,B00F3J4B5S,7,2885.96
V000082357,2025-12-06,C0012,B00F3J4B5S,21,8657.88
V000082358,2025-12-06,C0002,B01KBH547A,13,3144.31
V000082359,2025-12-06,C0066,B015YCRYZM,3,1443.33
V000082360,2025-12-06,C0011,B018IZ0SWI,22,8517.960000000001
V000082361,2025-12-06,C0002,B00J0O5J4Y,2,804.48
V000082362,2025-12-06,C0069,B01DZJFWNC,2,477.24
V000082363,2025-12-06,C0025,B00F3J4B5S,8,3298.24
V000082364,2025-12-06,C0043,B016B7INC2,7,1706.46
V000082365,2025-12-06,C0019,B01DZJFWNC,13,3102.06
V000082366,2025-12-06,C0051,B016381QZA,3,1445.82
V000082367,2025-12-06,C0004,B01DZJFWNC,13,3102.06
V000082368,2025-12-06,C0048,B00K15Q2B0,17,8805.32
V000082369,2025-12-06,C0006,B01EYT1URO,2,627.38
V000082370,2025-12-06,C0056,B01DZJFWNC,10,2386.2
V000082371,2025-12-06,C0045,B01LQV1YHO,4,1552.56
V000082372,2025-12-06,C0036,B00F3J4B5S,27,11131.56
V000082373,2025-12-06,C0053,B015YCRYZM,6,2886.66
V000082374,2025-12-06,C0012,B01DZJFWNC,12,2863.44
V000082375,2025-12-06,C0023,B00NQGP42Y,5,2839.3
V000082376,2025-12-07,C0023,B01LQV1YHO,14,5433.96
V000082377,2025-12-07,C0028,B015YCRYZM,6,2886.66
V000082378,2025-12-07,C0059,B00F3J4B5S,17,7008.759999999999
V000082379,2025-12-07,C0042,B01LQV1YHO,7,2716.98
V000082380,2025-12-07,C0025,B016B7INC2,1,243.78
V000082381,2025-12-07,C0037,B016B7INC2,13,3169.14
V000082382,2025-12-07,C0001,B00NQGP42Y,7,3975.02
V000082383,2025-12-07,C0025,B016381QZA,11,5301.34
V000082384,2025-12-07,C0035,B018IZ0SWI,17,6582.06
V000082385,2025-12-07,C0026,B01LQV1YHO,5,1940.6999999999998
V000082386,2025-12-07,C0052,B01EYT1URO,11,3450.59
V000082387,2025-12-07,C0029,B015YCRYZM,10,4811.1
V000082388,2025-12-07,C0070,B015YCRYZM,4,1924.44
V000082389,2025-12-07,C0062,B01DZJFWNC,20,4772.4
V000082390,2025-12-07,C0068,B018IZ0SWI,11,4258.9800000000005
V000082391,2025-12-07,C0070,B018IZ0SWI,27,10453.86
V000082392,2025-12-07,C0053,B016B7INC2,5,1218.9
V000082393,2025-12-07,C0004,B016381QZA,9,4337.46
V000082394,2025-12-07,C0003,B00NQGP42Y,18,10221.48
V000082395,2025-12-07,C0063,B00K15Q2B0,22,11395.12
V000082396,2025-12-07,C0027,B00K15Q2B0,10,5179.6
V000082397,2025-12-07,C0067,B01KBH547A,24,5804.88
V000082398,2025-12-07,C0063,B018IZ0SWI,16,6194.88
V000082399,2025-12-07,C0067,B00NQGP42Y,13,7382.18
V000082400,2025-12-07,C0035,B00J0O5J4Y,3,1206.72
V000082401,2025-12-07,C0049,B00K15Q2B0,6,3107.76
V000082402,2025-12-07,C0007,B01LQV1YHO,3,1164.42
V000082403,2025-12-07,C0038,B00F3J4B5S,14,5771.92
V000082404,2025-12-08,C0055,B00J0O5J4Y,2,804.48
V000082405,2025-12-08,C0065,B01EYT1URO,11,3450.59
V000082406,2025-12-08,C0023,B00K15Q2B0,12,6215.52
V000082407,2025-12-08,C0026,B00K15Q2B0,8,4143.68
V000082408,2025-12-08,C0064,B01LQV1YHO,12,4657.68
V000082409,2025-12-08,C0025,B01KBH547A,22,5321.14
V000082410,2025-12-08,C0016,B01DZJFWNC,10,2386.2
V000082411,2025-12-08,C0059,B00K15Q2B0,20,10359.2
V000082412,2025-12-08,C0009,B00J0O5J4Y,11,4424.64
V000082413,2025-12-08,C0048,B01KBH547A,9,2176.83
V000082414,2025-12-08,C0061,B01LQV1YHO,16,6210.24
V000082415,2025-12-08,C0063,B01EYT1URO,7,2195.83
V000082416,2025-12-08,C0009,B018IZ0SWI,26,10066.68
V000082417,2025-12-08,C0013,B00F3J4B5S,20,8245.599999999999
V000082418,2025-12-08,C0066,B01EYT1URO,2,627.38
V000082419,2025-12-08,C0058,B00K15Q2B0,20,10359.2
V000082420,2025-12-08,C0005,B016381QZA,2,963.88
V000082421,2025-12-08,C0034,B01DZJFWNC,9,2147.58
V000082422,2025-12-08,C0042,B01DZJFWNC,8,1908.96
V000082423,2025-12-08,C0070,B01DZJFWNC,4,954.48
V000082424,2025-12-08,C0057,B01LQV1YHO,2,776.28
V000082425,2025-12-08,C0040,B01KBH547A,21,5079.27
V000082426,2025-12-08,C0040,B01EYT1URO,3,941.0699999999999
V000082427,2025-12-09,C0016,B01EYT1URO,9,2823.21
V000082428,2025-12-09,C0007,B01KBH547A,13,3144.31
V000082429,2025-12-09,C0060,B018IZ0SWI,21,8130.78
V000082430,2025-12-09,C0066,B01LQV1YHO,8,3105.12
V000082431,2025-12-09,C0017,B00F3J4B5S,13,5359.639999999999
V000082432,2025-12-09,C0010,B00K15Q2B0,10,5179.6
V000082433,2025-12-09,C0064,B018IZ0SWI,17,6582.06
V000082434,2025-12-09,C0019,B016B7INC2,8,1950.24
V000082435,2025-12-09,C0018,B00NQGP42Y,7,3975.02
V000082436,2025-12-09,C0060,B01KBH547A,14,3386.1800000000003
V000082437,2025-12-09,C0044,B00J0O5J4Y,2,804.48
V000082438,2025-12-09,C0008,B016381QZA,2,963.88
V000082439,2025-12-09,C0053,B018IZ0SWI,10,3871.8
V000082440,2025-12-09,C0023,B016B7INC2,10,2437.8
V000082441,2025-12-09,C0052,B01LQV1YHO,7,2716.98
V000082442,2025-12-09,C0023,B00J0O5J4Y,8,3217.92
V000082443,2025-12-09,C0022,B01EYT1URO,14,4391.66
V000082444,2025-12-09,C0051,B01LQV1YHO,18,6986.5199999999995
V000082445,2025-12-09,C0005,B018IZ0SWI,14,5420.52
V000082446,2025-12-09,C0069,B01KBH547A,12,2902.44
V000082447,2025-12-09,C0047,B018IZ0SWI,7,2710.26
V000082448,2025-12-09,C0021,B00NQGP42Y,10,5678.6
V000082449,2025-12-09,C0068,B00K15Q2B0,20,10359.2
V000082450,2025-12-09,C0041,B01KBH547A,10,2418.7
V000082451,2025-12-09,C0045,B01DZJFWNC,4,954.48
V000082452,2025-12-10,C0001,B016B7INC2,1,243.78
V000082453,2025-12-10,C0017,B01DZJFWNC,12,2863.44
V000082454,2025-12-10,C0005,B00F3J4B5S,12,4947.36
V000082455,2025-12-10,C0017,B00NQGP42Y,11,6246.46
V000082456,2025-12-10,C0068,B01DZJFWNC,8,1908.96
V000082457,2025-12-10,C0016,B00NQGP42Y,12,6814.32
V000082458,2025-12-10,C0042,B015YCRYZM,4,1924.44
V000082459,2025-12-10,C0003,B01LQV1YHO,4,1552.56
V000082460,2025-12-10,C0030,B00K15Q2B0,12,6215.52
V000082461,2025-12-10,C0030,B016B7INC2,9,2194.02
V000082462,2025-12-10,C0050,B00F3J4B5S,11,4535.08
V000082463,2025-12-10,C0056,B01LQV1YHO,7,2716.98
V000082464,2025-12-10,C0022,B00NQGP42Y,7,3975.02
V000082465,2025-12-10,C0062,B01KBH547A,21,5079.27
V000082466,2025-12-10,C0047,B00F3J4B5S,2,824.56
V000082467,2025-12-10,C0034,B01KBH547A,16,3869.92
V000082468,2025-12-10,C0012,B016381QZA,12,5783.28
V000082469,2025-12-10,C0021,B018IZ0SWI,14,5420.52
V000082470,2025-12-10,C0070,B016381QZA,3,1445.82
V000082471,2025-12-11,C0017,B016381QZA,18,8674.92
V000082472,2025-12-11,C0011,B015YCRYZM,4,1924.44
V000082473,2025-12-11,C0047,B015YCRYZM,8,3848.88
V000082474,2025-12-11,C0060,B016B7INC2,2,487.56
V000082475,2025-12-11,C0004,B01EYT1URO,15,4705.35
V000082476,2025-12-11,C0011,B01EYT1URO,1,313.69
V000082477,2025-12-11,C0011,B00J0O5J4Y,9,3620.16
V000082478,2025-12-11,C0008,B00K15Q2B0,16,8287.36
V000082479,2025-12-11,C0044,B018IZ0SWI,25,9679.5
V000082480,2025-12-11,C0015,B01LQV1YHO,2,776.28
V000082481,2025-12-11,C0061,B00K15Q2B0,7,3625.7200000000003
V000082482,2025-12-11,C0029,B00F3J4B5S,12,4947.36
V000082483,2025-12-11,C0010,B016B7INC2,2,487.56
V000082484,2025-12-11,C0066,B01KBH547A,26,6288.62
V000082485,2025-12-11,C0001,B01KBH547A,10,2418.7
V000082486,2025-12-11,C0037,B00F3J4B5S,3,1236.84
V000082487,2025-12-11,C0064,B01DZJFWNC,4,954.48
V000082488,2025-12-11,C0011,B00K15Q2B0,17,8805.32
V000082489,2025-12-11,C0014,B00NQGP42Y,10,5678.6
V000082490,2025-12-11,C0013,B01LQV1YHO,9,3493.2599999999998
V000082491,2025-12-11,C0049,B01EYT1URO,18,5646.42
V000082492,2025-12-11,C0013,B015YCRYZM,1,481.11
V000082493,2025-12-11,C0045,B00J0O5J4Y,3,1206.72
V000082494,2025-12-11,C0030,B01DZJFWNC,12,2863.44
V000082495,2025-12-11,C0032,B00J0O5J4Y,3,1206.72
V000082496,2025-12-11,C0021,B01KBH547A,10,2418.7
V000082497,2025-12-11,C0022,B01DZJFWNC,5,1193.1
V000082498,2025-12-12,C0015,B01KBH547A,10,2418.7
V000082499,2025-12-12,C0034,B016381QZA,24,11566.56
V000082500,2025-12-12,C0013,B01DZJFWNC,16,3817.92
V000082501,2025-12-12,C0042,B016381QZA,6,2891.64
V000082502,2025-12-12,C0062,B018IZ0SWI,28,10841.04
V000082503,2025-12-12,C0041,B018IZ0SWI,8,3097.44
V000082504,2025-12-12,C0003,B00K15Q2B0,16,8287.36
V000082505,2025-12-12,C0031,B00J0O5J4Y,16,6435.84
V000082506,2025-12-12,C0061,B01KBH547A,5,1209.35
V000082507,2025-12-12,C0059,B01DZJFWNC,13,3102.06
V000082508,2025-12-12,C0015,B00F3J4B5S,19,7833.32
V000082509,2025-12-12,C0052,B016B7INC2,3,731.34
V000082510,2025-12-12,C0015,B01DZJFWNC,10,2386.2
V000082511,2025-12-12,C0053,B00K15Q2B0,24,12431.04
V000082512,2025-12-12,C0035,B00F3J4B5S,21,8657.88
V000082513,2025-12-12,C0002,B016381QZA,9,4337.46
V000082514,2025-12-12,C0005,B01LQV1YHO,12,4657.68
V000082515,2025-12-12,C0004,B00F3J4B5S,18,7421.039999999999
V000082516,2025-12-12,C0046,B00F3J4B5S,17,7008.759999999999
V000082517,2025-12-12,C0066,B00NQGP42Y,2,1135.72
V000082518,2025-12-12,C0025,B01DZJFWNC,7,1670.3400000000001
V000082519,2025-12-12,C0063,B01DZJFWNC,7,1670.3400000000001
V000082520,2025-12-12,C0023,B01KBH547A,8,1934.96
V000082521,2025-12-12,C0043,B00F3J4B5S,6,2473.68
V000082522,2025-12-12,C0063,B01KBH547A,23,5563.01
V000082523,2025-12-12,C0019,B00J0O5J4Y,6,2413.44
V000082524,2025-12-12,C0046,B01DZJFWNC,3,715.86
V000082525,2025-12-13,C0003,B018IZ0SWI,28,10841.04
V000082526,2025-12-13,C0042,B00F3J4B5S,15,6184.2
V000082527,2025-12-13,C0019,B015YCRYZM,5,2405.55
V000082528,2025-12-13,C0039,B018IZ0SWI,21,8130.78
V000082529,2025-12-13,C0039,B01DZJFWNC,6,1431.72
V000082530,2025-12-13,C0039,B00NQGP42Y,12,6814.32
V000082531,2025-12-13,C0001,B00J0O5J4Y,4,1608.96
V000082532,2025-12-13,C0044,B01KBH547A,13,3144.31
V000082533,2025-12-13,C0031,B01EYT1URO,8,2509.52
V000082534,2025-12-13,C0041,B00K15Q2B0,14,7251.4400000000005
V000082535,2025-12-13,C0064,B01KBH547A,4,967.48
V000082536,2025-12-13,C0050,B00K15Q2B0,10,5179.6
V000082537,2025-12-13,C0047,B01LQV1YHO,26,10091.64
V000082538,2025-12-13,C0018,B018IZ0SWI,25,9679.5
V000082539,2025-12-13,C0062,B01LQV1YHO,8,3105.12
V000082540,2025-12-13,C0013,B00K15Q2B0,14,7251.4400000000005
V000082541,2025-12-13,C0002,B01EYT1URO,13,4077.97
V000082542,2025-12-13,C0042,B01EYT1URO,2,627.38
V000082543,2025-12-13,C0058,B00F3J4B5S,28,11543.84
V000082544,2025-12-13,C0056,B01EYT1URO,13,4077.97
V000082545,2025-12-13,C0017,B01EYT1URO,5,1568.45
V000082546,2025-12-13,C0025,B01LQV1YHO,7,2716.98
V000082547,2025-12-13,C0065,B01LQV1YHO,2,776.28
V000082548,2025-12-13,C0044,B00NQGP42Y,3,1703.58
V000082549,2025-12-13,C0005,B00NQGP42Y,2,1135.72
V000082550,2025-12-13,C0027,B00NQGP42Y,5,2839.3
V000082551,2025-12-14,C0016,B018IZ0SWI,13,5033.34
V000082552,2025-12-14,C0030,B01EYT1URO,11,3450.59
V000082553,2025-12-14,C0034,B00F3J4B5S,27,11131.56
V000082554,2025-12-14,C0030,B018IZ0SWI,20,7743.6
V000082555,2025-12-14,C0062,B00F3J4B5S,15,6184.2
V000082556,2025-12-14,C0065,B018IZ0SWI,12,4646.16
V000082557,2025-12-14,C0026,B01DZJFWNC,4,954.48
V000082558,2025-12-14,C0050,B00J0O5J4Y,5,2011.2
V000082559,2025-12-14,C0066,B00J0O5J4Y,1,402.24
V000082560,2025-12-14,C0049,B00NQGP42Y,8,4542.88
V000082561,2025-12-14,C0033,B00F3J4B5S,11,4535.08
V000082562,2025-12-14,C0016,B01KBH547A,12,2902.44
V000082563,2025-12-14,C0016,B00K15Q2B0,3,1553.88
V000082564,2025-12-14,C0056,B01KBH547A,2,483.74
V000082565,2025-12-14,C0049,B018IZ0SWI,11,4258.9800000000005
V000082566,2025-12-14,C0026,B01KBH547A,17,4111.79
V000082567,2025-12-14,C0010,B00J0O5J4Y,6,2413.44
V000082568,2025-12-14,C0045,B00F3J4B5S,11,4535.08
V000082569,2025-12-14,C0026,B00F3J4B5S,8,3298.24
V000082570,2025-12-14,C0021,B01DZJFWNC,9,2147.58
V000082571,2025-12-14,C0001,B015YCRYZM,8,3848.88
V000082572,2025-12-14,C0015,B016381QZA,16,7711.04
V000082573,2025-12-14,C0006,B018IZ0SWI,8,3097.44
V000082574,2025-12-14,C0001,B01EYT1URO,11,3450.59
V000082575,2025-12-15,C0056,B00J0O5J4Y,1,402.24
V000082576,2025-12-15,C0046,B00NQGP42Y,19,10789.34
V000082577,2025-12-15,C0033,B016381QZA,13,6265.22
V000082578,2025-12-15,C0018,B016B7INC2,3,731.34
V000082579,2025-12-15,C0054,B00J0O5J4Y,14,5631.360000000001
V000082580,2025-12-15,C0060,B00F3J4B5S,16,6596.48
V000082581,2025-12-15,C0044,B01LQV1YHO,6,2328.84
V000082582,2025-12-15,C0035,B00K15Q2B0,18,9323.28
V000082583,2025-12-15,C0035,B00NQGP42Y,2,1135.72
V000082584,2025-12-15,C0037,B018IZ0SWI,9,3484.62
V000082585,2025-12-15,C0047,B01DZJFWNC,11,2624.82
V000082586,2025-12-15,C0037,B00K15Q2B0,18,9323.28
V000082587,2025-12-15,C0022,B00F3J4B5S,7,2885.96
V000082588,2025-12-15,C0034,B01EYT1URO,5,1568.45
V000082589,2025-12-15,C0009,B00F3J4B5S,10,4122.799999999999
V000082590,2025-12-15,C0012,B01KBH547A,11,2660.57
V000082591,2025-12-15,C0049,B01DZJFWNC,14,3340.6800000000003
V000082592,2025-12-15,C0032,B01EYT1URO,5,1568.45
V000082593,2025-12-15,C0055,B01KBH547A,14,3386.1800000000003
V000082594,2025-12-15,C0028,B00F3J4B5S,11,4535.08
V000082595,2025-12-15,C0008,B01KBH547A,11,2660.57
V000082596,2025-12-15,C0045,B00K15Q2B0,18,9323.28
V000082597,2025-12-15,C0051,B01KBH547A,18,4353.66
V000082598,2025-12-15,C0061,B016381QZA,2,963.88
V000082599,2025-12-15,C0042,B00K15Q2B0,10,5179.6
V000082600,2025-12-15,C0031,B015YCRYZM,1,481.11
V000082601,2025-12-15,C0042,B00J0O5J4Y,4,1608.96
V000082602,2025-12-16,C0002,B00NQGP42Y,2,1135.72
V000082603,2025-12-16,C0029,B00K15Q2B0,10,5179.6
V000082604,2025-12-16,C0055,B016381QZA,5,2409.7
V000082605,2025-12-16,C0052,B018IZ0SWI,13,5033.34
V000082606,2025-12-16,C0061,B018IZ0SWI,13,5033.34
V000082607,2025-12-16,C0029,B00NQGP42Y,5,2839.3
V000082608,2025-12-16,C0069,B00K15Q2B0,11,5697.56
V000082609,2025-12-16,C0054,B01EYT1URO,6,1882.1399999999999
V000082610,2025-12-16,C0035,B016381QZA,10,4819.4
V000082611,2025-12-16,C0028,B016381QZA,20,9638.8
V000082612,2025-12-16,C0022,B01LQV1YHO,4,1552.56
V000082613,2025-12-16,C0012,B015YCRYZM,6,2886.66
V000082614,2025-12-16,C0040,B00NQGP42Y,8,4542.88
V000082615,2025-12-16,C0035,B01KBH547A,16,3869.92
V000082616,2025-12-16,C0048,B018IZ0SWI,10,3871.8
V000082617,2025-12-16,C0036,B00J0O5J4Y,2,804.48
V000082618,2025-12-16,C0025,B00NQGP42Y,3,1703.58
V000082619,2025-12-16,C0040,B018IZ0SWI,20,7743.6
V000082620,2025-12-16,C0021,B00K15Q2B0,15,7769.400000000001
V000082621,2025-12-16,C0027,B016B7INC2,9,2194.02
V000082622,2025-12-16,C0067,B01DZJFWNC,10,2386.2
V000082623,2025-12-16,C0046,B016381QZA,11,5301.34
V000082624,2025-12-16,C0016,B015YCRYZM,4,1924.44
V000082625,2025-12-16,C0006,B016B7INC2,8,1950.24
V000082626,2025-12-16,C0008,B01EYT1URO,10,3136.9
V000082627,2025-12-16,C0058,B016381QZA,2,963.88
V000082628,2025-12-16,C0010,B01KBH547A,26,6288.62
V000082629,2025-12-16,C0051,B00NQGP42Y,7,3975.02
V000082630,2025-12-16,C0018,B016381QZA,5,2409.7
V000082631,2025-12-16,C0030,B016381QZA,5,2409.7
V000082632,2025-12-16,C0025,B00K15Q2B0,7,3625.7200000000003
V000082633,2025-12-16,C0046,B016B7INC2,3,731.34
V000082634,2025-12-16,C0012,B00NQGP42Y,18,10221.48
V000082635,2025-12-16,C0002,B01LQV1YHO,3,1164.42
V000082636,2025-12-16,C0022,B018IZ0SWI,17,6582.06
V000082637,2025-12-16,C0021,B00F3J4B5S,21,8657.88
V000082638,2025-12-16,C0014,B01DZJFWNC,11,2624.82
V000082639,2025-12-16,C0057,B01KBH547A,5,1209.35
V000082640,2025-12-16,C0044,B00F3J4B5S,16,6596.48
V000082641,2025-12-16,C0031,B00K15Q2B0,7,3625.7200000000003
V000082642,2025-12-17,C0024,B018IZ0SWI,22,8517.960000000001
V000082643,2025-12-17,C0002,B00F3J4B5S,18,7421.039999999999
V000082644,2025-12-17,C0056,B015YCRYZM,5,2405.55
V000082645,2025-12-17,C0019,B00K15Q2B0,7,3625.7200000000003
V000082646,2025-12-17,C0070,B01KBH547A,4,967.48
V000082647,2025-12-17,C0025,B015YCRYZM,4,1924.44
V000082648,2025-12-17,C0037,B01LQV1YHO,5,1940.6999999999998
V000082649,2025-12-17,C0043,B00NQGP42Y,6,3407.16
V000082650,2025-12-17,C0068,B00F3J4B5S,9,3710.5199999999995
V000082651,2025-12-17,C0021,B015YCRYZM,4,1924.44
V000082652,2025-12-17,C0010,B01LQV1YHO,5,1940.6999999999998
V000082653,2025-12-17,C0029,B01LQV1YHO,4,1552.56
V000082654,2025-12-17,C0013,B00NQGP42Y,13,7382.18
V000082655,2025-12-17,C0007,B00F3J4B5S,12,4947.36
V000082656,2025-12-17,C0034,B00K15Q2B0,14,7251.4400000000005
V000082657,2025-12-17,C0045,B01KBH547A,11,2660.57
V000082658,2025-12-17,C0043,B01DZJFWNC,3,715.86
V000082659,2025-12-17,C0048,B016381QZA,7,3373.58
V000082660,2025-12-17,C0003,B01KBH547A,18,4353.66
V000082661,2025-12-17,C0024,B00J0O5J4Y,8,3217.92
V000082662,2025-12-17,C0044,B016381QZA,8,3855.52
V000082663,2025-12-17,C0004,B01KBH547A,16,3869.92
V000082664,2025-12-17,C0050,B01LQV1YHO,5,1940.6999999999998
V000082665,2025-12-17,C0029,B01EYT1URO,3,941.0699999999999
V000082666,2025-12-17,C0020,B00F3J4B5S,3,1236.84
V000082667,2025-12-18,C0065,B00K15Q2B0,7,3625.7200000000003
V000082668,2025-12-18,C0013,B01KBH547A,20,4837.4
V000082669,2025-12-18,C0000,B00K15Q2B0,3,1553.88
V000082670,2025-12-18,C0065,B01KBH547A,14,3386.1800000000003
V000082671,2025-12-18,C0008,B00NQGP42Y,14,7950.04
V000082672,2025-12-18,C0007,B01DZJFWNC,15,3579.3
V000082673,2025-12-18,C0068,B01KBH547A,6,1451.22
V000082674,2025-12-18,C0018,B015YCRYZM,8,3848.88
V000082675,2025-12-18,C0028,B01KBH547A,9,2176.83
V000082676,2025-12-18,C0029,B01DZJFWNC,9,2147.58
V000082677,2025-12-18,C0058,B00J0O5J4Y,4,1608.96
V000082678,2025-12-18,C0038,B00J0O5J4Y,6,2413.44
V000082679,2025-12-18,C0053,B00NQGP42Y,8,4542.88
V000082680,2025-12-18,C0054,B01DZJFWNC,9,2147.58
V000082681,2025-12-18,C0057,B018IZ0SWI,5,1935.9
V000082682,2025-12-18,C0059,B00NQGP42Y,1,567.86
V000082683,2025-12-18,C0041,B00F3J4B5S,25,10307.0
V000082684,2025-12-18,C0067,B016381QZA,10,4819.4
V000082685,2025-12-18,C0018,B00F3J4B5S,15,6184.2
V000082686,2025-12-18,C0011,B01LQV1YHO,3,1164.42
V000082687,2025-12-18,C0029,B01KBH547A,10,2418.7
V000082688,2025-12-18,C0002,B00K15Q2B0,7,3625.7200000000003
V000082689,2025-12-18,C0025,B01EYT1URO,2,627.38
V000082690,2025-12-18,C0052,B01DZJFWNC,9,2147.58
V000082691,2025-12-18,C0030,B00NQGP42Y,1,567.86
V000082692,2025-12-18,C0023,B016381QZA,13,6265.22
V000082693,2025-12-19,C0041,B016381QZA,4,1927.76
V000082694,2025-12-19,C0041,B01EYT1URO,3,941.0699999999999
V000082695,2025-12-19,C0041,B00NQGP42Y,8,4542.88
V000082696,2025-12-19,C0034,B016B7INC2,8,1950.24
V000082697,2025-12-19,C0003,B00F3J4B5S,11,4535.08
V000082698,2025-12-19,C0038,B01KBH547A,9,2176.83
V000082699,2025-12-19,C0017,B01KBH547A,14,3386.1800000000003
V000082700,2025-12-19,C0006,B01KBH547A,23,5563.01
V000082701,2025-12-19,C0028,B01LQV1YHO,11,4269.54
V000082702,2025-12-19,C0015,B01EYT1URO,3,941.0699999999999
